Work Order ID,Description,Status,Work Group,Program,Report Date,Service Address,Completion Date,Duration (hours),Failure Class,Problem,Service Request ID,Work Order Priority,Council District,Fiscal Year,Valid Duration,Meets Standard
18-447783,"Debris in Street - bag of leaves on road - 13519 DESSAU RD,",Closed,SBO District North,District Maintenance,11/13/2018 08:27:15 AM,13601 DESSAU RD,11/13/2018 10:15:00 AM,1.796,Street Surface Assets,Debris in Street,CSR18-00389387,2,7,FY2019,1,1
18-447847,Tree Issue ROW/Blocking/3309 Meredith St,Closed,SBO Trees,Forestry,11/13/2018 09:10:17 AM,3309 MEREDITH ST,11/13/2018 10:30:00 AM,1.329,ROW Trees,Investigate Work Request,CSR18-00389474,4,10,FY2019,1,1
18-447882,Tree Issue ROW/Limb/1100 Alta Vista Ave,Closed,SBO Trees,Forestry,11/13/2018 10:00:34 AM,1105 ALTA VISTA AVE,11/19/2018 10:30:00 AM,144.491,ROW Trees,Investigate Work Request,CSR18-00389590,2,9,FY2019,1,0
18-447916,Tree Issue ROW/Fell/113 W Cesar Chavez St,Closed,SBO Trees,Forestry,11/13/2018 10:30:53 AM,101 1/2 W CESAR CHAVEZ ST,11/13/2018 12:00:00 PM,1.485,ROW Trees,Investigate Work Request,CSR18-00389643,5,9,FY2019,1,1
18-447983,Tree Issue ROW/Low limbs/200 W Dittmar Rd,Closed,SBO Tree Sidewalk Program,Forestry,11/13/2018 11:11:30 AM,204 1/2 W DITTMAR RD,12/04/2018 01:00:00 PM,505.808,ROW Trees,Investigate Work Request,CSR18-00389740,2,2,FY2019,1,0
18-448081,Tree Issue ROW/Low/Shoal Creek Blvd & Steck Ave,Closed,SBO Trees,Forestry,11/13/2018 12:53:51 PM,8100 SHOAL CREEK BLVD,11/19/2018 11:00:00 AM,142.102,ROW Trees,Investigate Work Request,CSR18-00389894,2,7,FY2019,1,0
18-448124,Alley & Unpaved Street Maintenance/Fallen/614 W 32nd St,Closed,SBO Trees,Forestry,11/13/2018 01:28:09 PM,614 W 32ND ST,11/30/2018 12:00:00 AM,394.531,ROW Trees,Investigate Work Request,CSR18-00389956,2,9,FY2019,1,0
18-448278,Obstruction in ROW/Bushes/2610 Rio Grande St,Closed,SBO District Central,District Maintenance,11/13/2018 03:36:38 PM,2610 RIO GRANDE ST,11/14/2018 10:00:00 AM,18.389,Street Surface Assets,Obstruction,CSR18-00390195,2,9,FY2019,1,1
18-449223,Debris in Street/Ice/S Heatherwilde Blvd & W Howard Ln,Closed,SBO District North,District Maintenance,11/14/2018 07:05:15 AM,2800 S HEATHERWILDE BLVD,11/14/2018 08:30:00 AM,1.412,Street Surface Assets,Debris in Street,CSR18-00390735,2,7,FY2019,1,1
18-449293,Debris in Street/Glass/ 4606 Saloma Pl & Tiffany Dr,Closed,SBO District South,District Maintenance,11/14/2018 08:11:20 AM,4604 SALOMA PL,11/14/2018 09:15:00 AM,1.061,Street Surface Assets,Debris in Street,CSR18-00390802,4,8,FY2019,1,1
18-449400,Obstruction in ROW/Bushes/Old Bull Creek Rd & Bonnell Vista,Closed,SBO Vegetation Management,Forestry,11/14/2018 09:14:12 AM,4301 BONNELL VISTA CV,12/19/2018 12:00:00 PM,842.763,ROW Vegetation,Investigate Work Request,CSR18-00390889,2,10,FY2019,1,0
18-449409,Tree Issue ROW/broken/1611 Nueces St,Closed,SBO Trees,Forestry,11/14/2018 09:42:53 AM,1611 NUECES ST,11/28/2018 09:30:00 AM,335.785,ROW Trees,Investigate Work Request,CSR18-00390936,2,9,FY2019,1,0
18-449443,Debris in Street/Mattress/1304 McKie dr,Closed,SBO District North,District Maintenance,11/14/2018 10:11:51 AM,1304 MC KIE DR,11/14/2018 11:15:00 AM,1.052,Street Surface Assets,Debris in Street,CSR18-00390989,2,4,FY2019,1,1
18-449510,Obstruction in ROW/Furniture/4105 S 1st St.,Closed,SBO District South,District Maintenance,11/14/2018 11:04:55 AM,4105 S 1ST ST,11/14/2018 12:30:00 PM,1.418,Sidewalk Segments,Obstruction,CSR18-00391080,2,3,FY2019,1,1
18-449574,Tree Issue ROW/Obstruction/Carshalton Dr & Doonesbury Dr,Closed,SBO Trees,Forestry,11/14/2018 12:16:29 PM,11800 CARSHALTON DR,12/03/2018 02:13:09 PM,457.944,ROW Trees,Broken or Hanging Branch,CSR18-00391194,4,7,FY2019,1,0
18-449604,Tree Issue ROW/low/8009 Scotland Yard,Closed,SBO Trees,Forestry,11/14/2018 12:19:02 PM,8009 SCOTLAND YARD,11/19/2018 10:30:00 AM,118.183,ROW Trees,Investigate Work Request,CSR18-00391198,2,6,FY2019,1,0
18-449633,"Tree Issue ROW broken diverting traffic - 4000 SINCLAIR AVE,",Closed,SBO Trees,Forestry,11/14/2018 12:51:37 PM,4000 SINCLAIR AVE,11/29/2018 12:00:00 AM,347.14,ROW Trees,Investigate Work Request,CSR18-00391243,2,10,FY2019,1,0
18-449635,"Obstruction in ROW - TWO SHOPPING CARTS - 12000 PARK THIRTY FIVE CIR,",Closed,SBO District North,District Maintenance,11/14/2018 12:55:50 PM,12012 PARK THIRTY FIVE CIR,11/14/2018 02:00:00 PM,1.069,Sidewalk Segments,Obstruction,CSR18-00391250,2,7,FY2019,1,1
18-449637,Roadway Spillage/Concrete/Travis Heights Blvd & Milam Pl,Closed,SBO District South,District Maintenance,11/14/2018 12:58:56 PM,1200 TRAVIS HEIGHTS BLVD,11/15/2018 08:45:00 AM,19.768,Street Surface Assets,Debris in Street,CSR18-00391260,2,9,FY2019,1,1
18-449638,Tree Issue ROW - HANGING DIVERTING TRAFFIC - CLARA ST & CANTERBURY ST,Closed,SBO Trees,Forestry,11/14/2018 01:04:35 PM,2400 CANTERBURY ST,11/14/2018 02:00:00 PM,0.924,ROW Trees,Investigate Work Request,CSR18-00391269,5,3,FY2019,1,1
18-449670,Debris in Street - EXCESS GRAVEL CAUSING A HAZARD - 5100 FAIRVIEW DR,Closed,SBO District Central,District Maintenance,11/14/2018 01:13:38 PM,5100 FAIRVIEW DR,11/14/2018 02:30:00 PM,1.273,Street Surface Assets,Debris in Street,CSR18-00391283,4,10,FY2019,1,1
18-449773,Tree Issue ROW/Obstruction/E 4th St & Chicon,Closed,SBO Trees,Forestry,11/14/2018 03:00:30 PM,1811 E 3RD ST,11/16/2018 01:45:00 PM,46.742,ROW Trees,Investigate Work Request,CSR18-00391484,2,3,FY2019,1,1
18-449805,"Tree Issue ROW - DIVERTING TRAFFIC -  W 5TH ST & RIO GRANDE ST,",Closed,SBO Trees,Forestry,11/14/2018 03:25:00 PM,611 W 5TH ST,11/16/2018 02:15:00 PM,46.833,ROW Trees,Investigate Work Request,CSR18-00391531,2,9,FY2019,1,1
18-449865,Obstruction in ROW/brush/1201 Alegria Rd,Closed,SBO Vegetation Management,Forestry,11/14/2018 04:17:55 PM,1201 ALEGRIA RD,11/27/2018 01:00:00 PM,308.701,ROW Vegetation,Investigate Work Request,CSR18-00391656,2,7,FY2019,1,0
18-450745,Tree Issue ROW - low limbs - 3700 YORK BLVD,Closed,SBO Trees,Forestry,11/14/2018 05:03:45 PM,3708 YORK BLVD,12/11/2018 12:00:00 AM,630.938,ROW Trees,Investigate Work Request,CSR18-00391727,2,7,FY2019,1,0
18-450746,"Tree Issue ROW - LOW LIMBS -  N PLEASANT VALLEY RD & E 7TH ST,",Closed,SBO Trees,Forestry,11/14/2018 05:14:53 PM,2800 GONZALES ST,11/28/2018 11:45:00 AM,330.502,ROW Trees,Investigate Work Request,CSR18-00391739,2,3,FY2019,1,0
18-450747,"Obstruction in ROW - OVERGROWN VEGETATION - 11914 LINCOLNSHIRE DR,",Closed,SBO Vegetation Management,Forestry,11/14/2018 06:21:07 PM,11914 LINCOLNSHIRE DR,11/15/2018 12:17:42 PM,17.943,ROW Vegetation,Investigate Work Request,CSR18-00391825,2,7,FY2019,1,1
18-449982,Tree Issue ROW 6402 Whitemarsh Valley Walk,Closed,SBO District North,District Maintenance,11/14/2018 06:28:02 PM,6402 WHITEMARSH VALLEY WALK,11/14/2018 07:30:00 PM,1.033,ROW Trees,Investigate Work Request,CSR18-00391834,2,8,FY2019,1,1
18-450748,"Obstruction in ROW/ CHECK ROW OVERGROWN VEGETAION - S 1ST ST & BRAMBLE DR,",Closed,SBO Vegetation Management,Forestry,11/14/2018 07:55:36 PM,5701 S 1ST ST,11/15/2018 12:13:01 PM,16.29,ROW Vegetation,Investigate Work Request,CSR18-00391893,2,2,FY2019,1,1
18-450779,"Debris in Street - GLASS , WIRES - E RIVERSIDE DR & NEWNING AVE,",Closed,SBO District South,District Maintenance,11/15/2018 07:14:00 AM,512 E RIVERSIDE DR,11/15/2018 08:30:00 AM,1.267,Street Surface Assets,Debris in Street,CSR18-00392087,4,9,FY2019,1,1
18-450942,"Tree Issue ROW - LOW LIMBS - E 53RD ST & EVANS AVE,",Closed,SBO Trees,Forestry,11/15/2018 10:03:49 AM,5306 EVANS AVE,11/16/2018 03:00:00 PM,28.936,ROW Trees,Investigate Work Request,CSR18-00392394,4,4,FY2019,1,1
18-450975,Tree Issue ROW/Leaning/Woodrow St & Texas Ave,Closed,SBO Trees,Forestry,11/15/2018 10:28:32 AM,3501 WOODROW ST,11/28/2018 12:00:00 AM,301.524,ROW Trees,Investigate Work Request,CSR18-00392448,4,9,FY2019,1,0
18-450976,Tree Issue ROW/Low/8404 Fathom Cir,Closed,SBO Trees,Forestry,11/15/2018 10:36:22 AM,8405 FATHOM CIR,12/03/2018 02:14:46 PM,435.64,ROW Trees,Broken or Hanging Branch,CSR18-00392465,4,6,FY2019,1,0
18-451043,Alley & Unpaved Street Maintenance/Bushes/510 W 30th St,Closed,SBO District Central,District Maintenance,11/15/2018 11:23:22 AM,502 1/2 W 30TH ST,12/06/2018 01:30:00 PM,506.111,ROW Vegetation,Debris Removal,CSR18-00392560,2,9,FY2019,1,0
18-451051,Debris in Street/Dirt/S 5th St & W Milton St,Closed,SBO District South,District Maintenance,11/15/2018 11:31:39 AM,1600 S 5TH ST,11/15/2018 02:27:50 PM,2.936,Street Surface Assets,Debris in Street,CSR18-00392574,4,9,FY2019,1,1
18-451087,Obstruction in ROW/Tall Grass/800 Yager Ln,Closed,SBO Vegetation Management,Forestry,11/15/2018 11:48:10 AM,1000 E YAGER LN,11/16/2018 10:35:31 PM,34.789,ROW Vegetation,Investigate Work Request,CSR18-00392606,2,7,FY2019,1,1
18-451134,Obstruction in ROW/Tall Grass/10272 Giles Lane,Closed,SBO Vegetation Management,Forestry,11/15/2018 11:57:00 AM,10300 GILES LN,11/26/2018 04:32:55 AM,256.599,ROW Vegetation,Investigate Work Request,CSR18-00392641,2,1,FY2019,1,0
18-451088,Tree Issue ROW/Low/11712 Barrington Way,Closed,SBO Trees,Forestry,11/15/2018 11:57:42 AM,11711 BARRINGTON WAY,11/19/2018 11:00:00 AM,95.038,ROW Trees,Investigate Work Request,CSR18-00392630,2,10,FY2019,1,0
18-451169,"Tree Issue ROW - low limbs over street - 12108 WALNUT PARK XING,",Closed,SBO Trees,Forestry,11/15/2018 01:05:20 PM,12096 PARK THIRTY FIVE CIR,11/19/2018 10:30:00 AM,93.411,ROW Trees,Investigate Work Request,CSR18-00392765,4,7,FY2019,1,0
18-451550,Tree Issue ROW / 5600 Highland Crest Dr.,Closed,SBO District North,District Maintenance,11/15/2018 05:53:34 PM,5605 HIGHLAND CREST DR,11/15/2018 07:15:00 PM,1.357,ROW Trees,Broken or Hanging Branch,CSR18-00393237,2,10,FY2019,1,1
18-452271,Obstruction in ROW - OVERGROWN VEGETATION - 7700 BURLESON RD,Closed,SBO Vegetation Management,Forestry,11/15/2018 11:35:36 PM,7700 BURLESON RD,03/26/2019 12:40:00 PM,3132.073,ROW Vegetation,Investigate Work Request,CSR18-00393440,2,2,FY2019,1,0
18-452149,"Debris in Street,Woodward/Ben White,Dead Deer",Closed,SBO After Hours,District Maintenance,11/15/2018 11:37:55 PM,2098 WOODWARD ST,11/16/2018 05:22:10 AM,5.738,Street Surface Assets,Debris in Street,CSR18-00393441,2,3,FY2019,1,1
18-452150,"Debris in Street,7101 Burleson Rd,Construction Material",Closed,SBO After Hours,District Maintenance,11/15/2018 11:41:32 PM,7101 BURLESON RD,11/16/2018 05:36:11 AM,5.911,Street Surface Assets,Debris in Street,CSR18-00393443,2,2,FY2019,1,1
18-452364,Obstruction in ROW/Grass/1433 Allen Rd,Closed,SBO Trees,Forestry,11/16/2018 08:05:02 AM,1424 1/2 ALLEN RD,12/20/2018 03:00:00 PM,822.916,ROW Trees,Investigate Work Request,CSR18-00393600,2,8,FY2019,1,0
18-452402,debris 1600 E Yager ln,Closed,SBO District North,District Maintenance,11/16/2018 08:20:05 AM,1601 1/2 E YAGER LN,11/16/2018 09:30:00 AM,1.165,Street Surface Assets,Debris in Street,CSR18-00393612,2,7,FY2019,1,1
18-452471,Debris in Street/Temp/8234 Ferguson Ctof,Closed,SBO District North,District Maintenance,11/16/2018 09:20:10 AM,8234 FERGUSON CTOF,03/04/2019 02:33:11 AM,2585.217,Street Surface Assets,Debris in Street,CSR18-00393707,2,1,FY2019,1,0
18-452472,Debris in Street/rocks/7906 Peaceful Hill Ln,Closed,SBO District South,District Maintenance,11/16/2018 09:36:53 AM,7906 PEACEFUL HILL LN,11/16/2018 01:30:00 PM,3.885,Street Surface Assets,Debris in Street,CSR18-00393735,2,2,FY2019,1,1
18-452532,Debris in Street/Mud/1907 Matagorda St,Closed,SBO District South,District Maintenance,11/16/2018 09:41:32 AM,1907 MATAGORDA ST,11/16/2018 01:45:00 PM,4.058,Street Surface Assets,Debris in Street,CSR18-00393744,2,9,FY2019,1,1
18-452534,Debris in Street/Mjud/2400 Bluebonnet Ln,Closed,SBO District South,District Maintenance,11/16/2018 09:53:36 AM,2400 BLUEBONNET LN,11/16/2018 01:15:00 PM,3.357,Street Surface Assets,Debris in Street,CSR18-00393767,2,5,FY2019,1,1
18-452535,Tree Issue ROW/Low/2803 Kentish Dr,Closed,SBO Trees,Forestry,11/16/2018 10:05:00 AM,2803 KENTISH DR,11/30/2018 02:30:00 PM,340.417,ROW Trees,Investigate Work Request,CSR18-00393793,2,5,FY2019,1,0
18-452572,Tree Issue ROW/Limbs/Exposition Blvd & Northwood Rd,Closed,SBO Trees,Forestry,11/16/2018 10:51:59 AM,2815 EXPOSITION BLVD,12/13/2018 12:00:00 AM,637.134,ROW Trees,Investigate Work Request,CSR18-00393870,3,10,FY2019,1,0
18-452606,Tree Issue ROW/Low/917 W Anderson Ln,Closed,SBO Trees,Forestry,11/16/2018 11:29:46 AM,917 W ANDERSON LN,11/19/2018 12:45:00 PM,73.254,ROW Trees,Investigate Work Request,CSR18-00393924,2,7,FY2019,1,0
18-452608,Tree Issue ROW/Low/7400 Jester Blvd,Closed,SBO Trees,Forestry,11/16/2018 11:35:30 AM,7400 JESTER BLVD,12/03/2018 01:45:00 PM,410.158,ROW Trees,Investigate Work Request,CSR18-00393938,2,10,FY2019,1,0
18-452639,"Debris in Street - large chunks of dirt - LA CROSSE AVE & ESCARPMENT BLVD,",Closed,SBO District South,District Maintenance,11/16/2018 12:00:17 PM,5901 LA CROSSE AVE,11/27/2018 10:45:00 AM,262.745,Street Surface Assets,Debris in Street,CSR18-00393992,2,8,FY2019,1,0
18-452713,Debris in Street - LARGE NAILS IN STREET - 3911 MANCHACA RD,Closed,SBO District South,District Maintenance,11/16/2018 01:04:12 PM,3911 MANCHACA RD,11/19/2018 01:30:00 PM,72.43,Street Surface Assets,Debris in Street,CSR18-00394095,4,5,FY2019,1,0
18-452841,"Street & Bridge - General - jr looking into concern/issue - KENNELWOOD RD & MATTHEWS DR,",Closed,SBO Trees,Forestry,11/16/2018 02:10:32 PM,3800 KENNELWOOD RD,11/16/2018 06:00:00 PM,3.824,ROW Trees,Investigate Work Request,CSR18-00394202,2,10,FY2019,1,1
18-452839,Tree Issue ROW - wants a call - left stump behind - 2211 IVA LN,Closed,SBO Trees,Forestry,11/16/2018 02:29:18 PM,2211 IVA LN,11/19/2018 10:15:00 AM,67.762,ROW Trees,Investigate Work Request,CSR18-00394228,2,5,FY2019,1,1
18-452842,Debris in Street - WO18-446595 STATES COMPLETE/CITIZEN STATES OTHERWISE/10116 WILLFIELD DR,Closed,SBO District North,District Maintenance,11/16/2018 02:50:54 PM,10116 WILLFIELD DR,11/16/2018 04:45:00 PM,1.902,Street Surface Assets,Debris in Street,CSR18-00394265,2,4,FY2019,1,1
18-453617,"TREE ISSUE--TREE WELL NEEDING ENLARGED--SEE PHOTO--103 COLORADO ST,",Closed,SBO Downtown Maintenance,District Maintenance,11/16/2018 06:06:30 PM,201 COLORADO ST,11/19/2018 11:00:00 AM,64.892,ROW Trees,Investigate Work Request,CSR18-00394584,2,9,FY2019,1,1
18-453076,Tree Issue ROW Ridgewood Rd. at Sugar Shack Dr.,Closed,SBO District North,District Maintenance,11/16/2018 06:55:05 PM,401 RIDGEWOOD RD,11/16/2018 08:30:00 PM,1.582,ROW Trees,Broken or Hanging Branch,CSR18-00394627,2,8,FY2019,1,1
18-453619,TREE ISSUE--SIDEWALK OBSTRUCTION--8240 BURLESON RD,Closed,SBO Trees,Forestry,11/16/2018 08:11:44 PM,8224 BURLESON RD,02/19/2019 12:30:00 PM,2272.304,ROW Trees,Investigate Work Request,CSR18-00394685,2,2,FY2019,1,0
18-453163,Debris in Street / 2313 E. 6th St at Robert T Matinez,Closed,SBO District North,District Maintenance,11/16/2018 08:25:55 PM,2308 E 6TH ST,11/16/2018 09:30:00 PM,1.068,Street Surface Assets,Debris in Street,CSR18-00394699,2,3,FY2019,1,1
18-453877,Debris in Street/CONVICT HILL RD & ESCARPMENT BLVD,Closed,SBO After Hours,District Maintenance,11/17/2018 07:53:13 AM,6115 1/2 CONVICT HILL RD,11/17/2018 10:15:00 AM,2.363,Street Surface Assets,Debris in Street,CSR18-00394925,4,8,FY2019,1,1
18-453965,Tree Issue ROW/1240 TETBURY LN,Closed,SBO Trees,Forestry,11/17/2018 09:50:35 AM,8537 DEMPSEY LN,11/30/2018 02:00:00 PM,316.157,ROW Trees,Investigate Work Request,CSR18-00395021,2,5,FY2019,1,0
18-454078,Debris in Street/ 11232 BARN OWL DR,Closed,SBO After Hours,District Maintenance,11/17/2018 11:23:41 AM,11232 BARN OWL DR,11/17/2018 01:15:00 PM,1.855,Street Surface Assets,Debris in Street,CSR18-00395118,2,1,FY2019,1,1
18-454163,Debris in Street/DELMAR AVE & CARVER AVE,Closed,SBO After Hours,District Maintenance,11/17/2018 01:24:59 PM,7501 CARVER AVE,11/17/2018 02:15:00 PM,0.834,Street Surface Assets,Debris in Street,CSR18-00395246,2,4,FY2019,1,1
18-454220,Tree Issue ROW/110 W 8TH ST,Closed,SBO Trees,Forestry,11/17/2018 02:25:45 PM,109 W 8TH ST,11/30/2018 10:30:00 AM,308.071,ROW Trees,Investigate Work Request,CSR18-00395318,2,9,FY2019,1,0
18-455018,Debris in Street/ TRASH/ 810 E SLAUGHTER LN,Closed,SBO District South,District Maintenance,11/17/2018 08:20:46 PM,810 E SLAUGHTER LN,11/18/2018 06:28:13 AM,10.124,Street Surface Assets,Debris in Street,CSR18-00395570,4,2,FY2019,1,1
18-455017,BRUSH IN MEDIAN/ 4425 E RIVERSIDE DR,Closed,SBO Vegetation Management,Forestry,11/17/2018 09:59:40 PM,4405 E RIVERSIDE DR,12/28/2018 07:39:38 AM,969.666,ROW Vegetation,Debris Removal,CSR18-00395613,2,3,FY2019,1,0
18-455013,DEBRIS IN ROW? POSSIBLE POTHOLE?    4890 HILLDALE DR,Closed,SBO District Central,District Maintenance,11/17/2018 10:44:41 PM,4805 HILLDALE DR,11/18/2018 05:40:45 AM,6.934,Street Surface Assets,Debris in Street,CSR18-00395667,4,1,FY2019,1,1
18-454983,DEBRIS IN ROW/ TIRE/ 2415 TRAFALGAR DR,Closed,SBO After Hours,District Maintenance,11/17/2018 11:32:46 PM,COUNTRY SQUIRE and TRAFALGER,11/18/2018 05:19:06 AM,5.772,Street Surface Assets,Debris in Street,CSR18-00395716,4,1,FY2019,1,1
18-455724,vegitation/377 WEST AVE,Closed,SBO Vegetation Management,Forestry,11/18/2018 04:29:07 PM,713 1/2 W 5TH ST,12/27/2018 02:00:00 PM,933.515,ROW Trees,Investigate Work Request,CSR18-00396215,2,9,FY2019,1,0
18-455837,Obstruction in ROW/ 500 E 5TH ST,Closed,SBO Trees,Forestry,11/18/2018 06:34:51 PM,501 1/2 E 5TH ST,11/19/2018 12:30:00 PM,17.919,ROW Trees,Investigate Work Request,CSR18-00396298,2,9,FY2019,1,1
18-456609,Tree Issue ROW/low limb/4529 FAR WEST BLVD,Closed,SBO Trees,Forestry,11/19/2018 07:26:53 AM,4400 FAR WEST BLVD,11/21/2018 10:30:00 AM,51.052,ROW Trees,Investigate Work Request,CSR18-00396477,3,10,FY2019,1,1
18-456646,"Debris in Street - ? -  W 38TH ST & WEST AVE,",Closed,SBO District Central,District Maintenance,11/19/2018 08:03:40 AM,3701 WEST AVE,11/19/2018 11:00:00 AM,2.939,Street Surface Assets,Debris in Street,CSR18-00396532,2,9,FY2019,1,1
18-456678,"Debris in Street - METAL RAKE - BURNET RD & W ANDERSON LN,",Closed,SBO District North,District Maintenance,11/19/2018 08:18:55 AM,2408 W ANDERSON LN,11/19/2018 09:15:00 AM,0.935,Street Surface Assets,Debris in Street,CSR18-00396546,2,7,FY2019,1,1
18-456682,"Tree Issue ROW - LOW LIMBS - WALLER ST & FLORES ST,",Closed,SBO Trees,Forestry,11/19/2018 08:24:31 AM,1106 FLORES ST,11/28/2018 12:15:00 PM,219.841,ROW Trees,Investigate Work Request,CSR18-00396550,2,3,FY2019,1,0
18-456906,"Debris in Street - METAL SHELF - W WILLIAM CANNON DR & ROBERT DIXON DR,",Closed,SBO District South,District Maintenance,11/19/2018 11:22:49 AM,5226 W WILLIAM CANNON DR,11/19/2018 12:15:00 PM,0.87,Street Surface Assets,Debris in Street,CSR18-00396869,4,8,FY2019,1,1
18-456910,"Tree Issue ROW - DEAD TREE - W 14TH ST & NUECES ST,",Closed,SBO Trees,Forestry,11/19/2018 11:29:33 AM,1401 NUECES ST,11/27/2018 11:00:00 AM,191.508,ROW Trees,Investigate Work Request,CSR18-00396880,2,9,FY2019,1,0
18-456945,Tree Issue ROW - CRACKS IN TREE - 1101 BLANCO ST,Closed,SBO Trees,Forestry,11/19/2018 11:55:46 AM,1101 BLANCO ST,11/27/2018 10:30:00 AM,190.571,ROW Trees,Investigate Work Request,CSR18-00396932,3,9,FY2019,1,0
18-456946,Tree Issue ROW - DEAD TREE WANTS TO DISCUSS - 15709 BELFIN DR,Closed,SBO Trees,Forestry,11/19/2018 12:05:44 PM,15709 BELFIN DR,11/19/2018 01:15:00 PM,1.154,ROW Trees,Investigate Work Request,CSR18-00396948,2,6,FY2019,1,1
18-456948,Tree Issue ROW - LOW LIMBS - 11911 BROOKWOOD CV,Closed,SBO Trees,Forestry,11/19/2018 12:08:25 PM,11911 BROOKWOOD CV,12/04/2018 01:15:00 PM,361.11,ROW Trees,Investigate Work Request,CSR18-00396955,2,6,FY2019,1,0
18-457060,"Debris in Street/trash cans/2104 W 7TH ST,",Closed,SBO District Central,District Maintenance,11/19/2018 01:34:55 PM,2104 W 7TH ST,11/19/2018 02:30:00 PM,0.918,Street Surface Assets,Debris in Street,CSR18-00397083,4,10,FY2019,1,1
18-457098,"Tree Issue ROW/trees/AUGUSTA AVE & JENNIE AVE,",Closed,SBO Trees,Forestry,11/19/2018 01:59:50 PM,708 AUGUSTA AVE,11/28/2018 01:00:00 PM,215.003,ROW Trees,Investigate Work Request,CSR18-00397126,4,9,FY2019,1,0
18-457095,"Obstruction in ROW/brush/AUGUSTA AVE & JENNIE AVE,",Closed,SBO Vegetation Management,Forestry,11/19/2018 02:05:13 PM,604 AUGUSTA AVE,01/14/2019 09:41:01 AM,1339.597,ROW Vegetation,Investigate Work Request,CSR18-00397136,2,9,FY2019,1,0
18-457203,Debris in Street - IN ROW ? - 2106 SOUTHERN OAKS DR,Closed,SBO District North,District Maintenance,11/19/2018 03:21:41 PM,2106 SOUTHERN OAKS DR,11/19/2018 05:30:00 PM,2.139,Street Surface Assets,Debris in Street,CSR18-00397251,2,5,FY2019,1,1
18-457411,Tree Issue ROW / 500 E. Mary St.,Closed,SBO District North,District Maintenance,11/19/2018 06:48:17 PM,500 E MARY ST,11/19/2018 08:00:00 PM,1.195,ROW Trees,Broken or Hanging Branch,CSR18-00397518,2,9,FY2019,1,1
18-457647,"TREE ISSUE--SIDEWALK OBSTRUCTION--LOW LIMBS--2179 E 51ST ST,",Closed,SBO Trees,Forestry,11/19/2018 07:04:35 PM,2201 E 51ST ST,12/04/2018 12:00:00 PM,352.924,ROW Trees,Investigate Work Request,CSR18-00397531,2,9,FY2019,1,0
18-458229,"Debris in Street - trash on south lanes - MANOR RD & LOVELL DR,",Closed,SBO District Central,District Maintenance,11/20/2018 08:31:00 AM,4600 MANOR RD,11/20/2018 09:15:00 AM,0.733,Street Surface Assets,Debris in Street,CSR18-00397761,2,1,FY2019,1,1
18-458290,Tree Issue ROW - low limbs - 307 THISTLEWOOD DR,Closed,SBO Trees,Forestry,11/20/2018 08:50:08 AM,307 THISTLEWOOD DR,12/04/2018 11:45:00 AM,338.914,ROW Trees,Investigate Work Request,CSR18-00397793,2,3,FY2019,1,0
18-458421,"Debris in Street - CUT LIMGS AT DEAD END - 4480 HYRIDGE DR,",Closed,SBO District North,District Maintenance,11/20/2018 11:30:42 AM,4406 HYRIDGE DR,11/20/2018 02:00:00 PM,2.488,Street Surface Assets,Debris in Street,CSR18-00398057,2,10,FY2019,1,1
18-458753,Obstruction in ROW/Bushes/6400 Emerald St,Closed,SBO Vegetation Management,Forestry,11/20/2018 03:54:03 PM,6400 EMERALD ST,12/07/2018 09:34:23 AM,401.672,ROW Vegetation,Investigate Work Request,CSR18-00398525,2,5,FY2019,1,0
18-458810,Obstruction in ROW / 3515 Convict Hill Rd.,Closed,SBO District North,District Maintenance,11/20/2018 05:06:26 PM,3515 CONVICT HILL RD,11/20/2018 06:00:00 PM,0.893,Street Surface Assets,Obstruction,CSR18-00398635,2,8,FY2019,1,1
18-459409,OBSTRUCTION IN ROW--TALL GRASS--SPICEWOOD SPRING--BINTLIFF TO TALLEYRAN--SPICEWOOD SPRINGS RD & BINT,Closed,SBO Vegetation Management,Forestry,11/20/2018 05:10:20 PM,8120 SPICEWOOD SPRINGS RD,12/18/2018 06:11:33 AM,661.02,ROW Vegetation,Investigate Work Request,CSR18-00398641,2,6,FY2019,1,0
18-458925,Debris in Street / Waymaker Way at Capital of Texas Hwy.,Closed,SBO District North,District Maintenance,11/20/2018 07:01:52 PM,2900 1/2 S CAPITAL OF TEXAS HWY SB,11/20/2018 08:30:00 PM,1.469,Street Surface Assets,Debris in Street,CSR18-00398734,2,10,FY2019,1,1
18-459441,DEBRIS IN ROW--LIMB--1515 ELMHURST DR,Closed,SBO District South,District Maintenance,11/21/2018 01:13:54 AM,1603 ELMHURST DR,01/03/2019 10:30:00 AM,1041.268,Street Surface Assets,Debris in Street,CSR18-00398870,4,9,FY2019,1,0
18-459442,"DEBRIS IN ROW--BOX EB BEFORE THE LIGHT-- 7403 E RIVERSIDE DR,",Closed,SBO After Hours,District Maintenance,11/21/2018 01:37:27 AM,7403 E RIVERSIDE DR,11/21/2018 05:26:20 AM,3.815,Street Surface Assets,Debris in Street,CSR18-00398874,4,3,FY2019,1,1
18-459740,Debris in Street - CAUSING A HAZARD ? - 9503 HANSFORD DR,Closed,SBO District North,District Maintenance,11/21/2018 08:17:08 AM,9503 HANSFORD DR,11/21/2018 09:30:00 AM,1.214,Street Surface Assets,Debris in Street,CSR18-00398981,2,4,FY2019,1,1
