Work Order ID,Description,Status,Work Group,Program,Report Date,Service Address,Completion Date,Duration (hours),Failure Class,Problem,Service Request ID,Work Order Priority,Council District,Fiscal Year,Valid Duration,Meets Standard
18-459739,Tree Issue ROW - LOW LIMBS - GROVER AVE & MADISON AVE,Closed,SBO Trees,Forestry,11/21/2018 08:19:36 AM,7201 GROVER AVE,11/26/2018 01:45:00 PM,125.423,ROW Trees,Investigate Work Request,CSR18-00398988,2,7,FY2019,1,0
18-459802,"Obstruction in ROW - overgrown vegetation - HIGHLAND OAKS TRL & JOLLYVILLE RD,",Closed,SBO Vegetation Management,Forestry,11/21/2018 09:25:40 AM,11782 JOLLYVILLE RD,11/21/2018 02:48:16 PM,5.377,ROW Vegetation,Investigate Work Request,CSR18-00399079,2,10,FY2019,1,1
18-459803,"Debris in Street - LARGE BOX -  E WILLIAM CANNON DR & S PLEASANT VALLEY RD,",Closed,SBO District South,District Maintenance,11/21/2018 09:26:49 AM,5400 E WILLIAM CANNON DR,11/21/2018 10:15:00 AM,0.803,Street Surface Assets,Debris in Street,CSR18-00399082,4,2,FY2019,1,1
18-460041,Debris in Street - TRASH - MISSION OAKS BLVD & SOUTHWEST PKWY,Closed,SBO District South,District Maintenance,11/21/2018 01:09:23 PM,5029 1/2 SOUTHWEST PKWY,11/21/2018 01:45:00 PM,0.594,Street Surface Assets,Debris in Street,CSR18-00399405,4,8,FY2019,1,1
18-461048,"Tree Issue ROW/low limbs/612 W 35TH ST,",Closed,SBO After Hours,District Maintenance,11/21/2018 05:42:12 PM,611 W 35TH ST,11/22/2018 08:45:00 AM,15.047,ROW Trees,Investigate Work Request,CSR18-00399709,2,9,FY2019,1,1
18-461047,Tree Issue ROW/trunk/490 E 2ND ST,Closed,SBO After Hours,District Maintenance,11/21/2018 09:49:40 PM,408 E 2ND ST,11/22/2018 05:15:00 AM,7.422,ROW Trees,Investigate Work Request,CSR18-00399805,2,9,FY2019,1,1
18-462473,"Tree Issue ROW/low limbs/CAMERON RD & FERGUSON LN,",Closed,SBO District North,District Maintenance,11/23/2018 07:16:38 AM,8900 CAMERON RD,11/26/2018 02:00:00 PM,78.723,ROW Trees,Investigate Work Request,CSR18-00400331,2,4,FY2019,1,0
18-462472,Tree Issue ROW/fallen tree/CAMERON RD & CROSS PARK DR,Closed,SBO District North,District Maintenance,11/23/2018 07:20:09 AM,8700 CROSS PARK DR,11/23/2018 08:00:00 AM,0.664,ROW Trees,Investigate Work Request,CSR18-00400334,4,4,FY2019,1,1
18-462502,Debris in Street/bumper/JESTER BLVD & NUTMEG CV,Closed,SBO District North,District Maintenance,11/23/2018 07:56:45 AM,7800 JESTER BLVD,11/23/2018 09:30:00 AM,1.554,Street Surface Assets,Debris in Street,CSR18-00400348,4,10,FY2019,1,1
18-462758,"Debris in Street/limb/900 W 25TH ST,",Closed,SBO District Central,District Maintenance,11/23/2018 12:34:55 PM,901 1/2 W 25TH ST,11/26/2018 10:00:00 AM,69.418,Street Surface Assets,Debris in Street,CSR18-00400609,4,9,FY2019,1,1
18-462791,"Obstruction in ROW/debris/ 2420 ROCKRIDGE DR,",Closed,SBO District South,District Maintenance,11/23/2018 01:00:22 PM,2421 ROCKRIDGE DR,11/23/2018 03:45:00 PM,2.744,Street Surface Assets,Obstruction,CSR18-00400637,2,2,FY2019,1,1
18-462934,Debris in Street/Car bumper/6016 MARIGOLD TERRACE,Closed,SBO District South,District Maintenance,11/23/2018 03:38:47 PM,6016 MARIGOLD TER,11/23/2018 04:30:00 PM,0.854,Street Surface Assets,Debris in Street,CSR18-00400790,2,3,FY2019,1,1
18-462991,"Tree Issue ROW/low limbs covering light/ 1705 E 17TH ST,",Closed,SBO Trees,Forestry,11/23/2018 04:22:03 PM,1705 E 17TH ST,11/27/2018 01:00:00 PM,92.632,ROW Trees,Investigate Work Request,CSR18-00400844,2,1,FY2019,1,0
18-463076,"Tree Issue ROW - broken and hanging limb, traffic diverted - 109 E 49TH ST",Closed,SBO Trees,Forestry,11/23/2018 05:25:45 PM,109 E 49TH ST,11/27/2018 01:15:00 PM,91.821,ROW Trees,Investigate Work Request,CSR18-00400904,4,9,FY2019,1,0
18-463219,Tree Issue ROW - low limbs growing over street - GARNER AVE & JULIET ST,Closed,SBO District South,District Maintenance,11/23/2018 07:29:38 PM,800 GARNER AVE,11/24/2018 09:00:00 AM,13.506,ROW Trees,Broken or Hanging Branch,CSR18-00400979,4,5,FY2019,1,1
18-464035,Tree Issue ROW/ 10200 QUAIL VALLEY BLVD,Closed,SBO After Hours,District Maintenance,11/24/2018 08:26:52 AM,10200 QUAIL VALLEY BLVD,11/24/2018 09:30:00 AM,1.052,ROW Trees,Pedestrian Clearance,CSR18-00401174,2,4,FY2019,1,1
18-464895,Debris in Street/ SMALL SCREWS AND PLASTIC/ W WILLIAM CANNON DR & ROBERT DIXON DR,Closed,SBO After Hours,District Maintenance,11/24/2018 11:01:48 AM,6800 ROBERT DIXON DR,11/24/2018 12:00:00 PM,0.97,Street Surface Assets,Debris in Street,CSR18-00401329,4,8,FY2019,1,1
18-464375,Tree Issue ROW - limb growing over sidewalk - 7813 HUDDLESTON LN,Closed,SBO After Hours,District Maintenance,11/24/2018 11:49:17 AM,7813 HUDDLESTON LN,02/01/2019 02:01:37 PM,1658.206,ROW Trees,Broken or Hanging Branch,CSR18-00401380,2,2,FY2019,1,0
18-464893,TREE ISSUE--TREE GRATE BROKEN/--222 WEST AVE,Closed,SBO Tree Sidewalk Program,Forestry,11/24/2018 11:57:11 AM,222 WEST AVE,03/01/2019 12:00:00 PM,2328.047,ROW Trees,Investigate Work Request,CSR18-00401392,2,9,FY2019,1,0
18-464892,Alley & Unpaved Street Maintenance/ OVERGROWN TREES/ 2218 COLLEGE AVE,Closed,SBO Trees,Forestry,11/24/2018 11:58:47 AM,2218 COLLEGE AVE,11/29/2018 11:45:00 AM,119.77,ROW Trees,Investigate Work Request,CSR18-00401394,2,9,FY2019,1,0
18-464376,Tree Issue ROW/326 NUECES ST,Closed,SBO Trees,Forestry,11/24/2018 12:32:36 PM,311 NUECES ST,12/06/2018 09:12:31 AM,284.665,ROW Trees,Investigate Work Request,CSR18-00401434,2,9,FY2019,1,0
18-464379,tree issue/ 213 LAVACA ST,Closed,SBO After Hours,District Maintenance,11/24/2018 12:39:18 PM,215 LAVACA ST,02/01/2019 02:02:36 PM,1657.388,ROW Trees,Broken or Hanging Branch,CSR18-00401448,2,9,FY2019,1,0
18-464863,Obstruction in ROW/ BUSHES ON SIDEWALK/  615 W 14TH ST,Closed,SBO Trees,Forestry,11/24/2018 12:42:14 PM,1306 RIO GRANDE ST,01/09/2019 02:15:00 PM,1105.546,ROW Vegetation,Investigate Work Request,CSR18-00401456,2,9,FY2019,1,0
18-464378,Tree Issue ROW / 209 LAVACA ST,Closed,SBO Trees,Forestry,11/24/2018 12:57:18 PM,200 LAVACA ST,11/26/2018 11:42:48 AM,46.758,ROW Trees,Broken or Hanging Branch,CSR18-00401468,2,9,FY2019,1,1
18-464832,Tree Issue ROW/ MISSING TREE/ 510 E 4TH ST,Closed,SBO Tree Sidewalk Program,Forestry,11/24/2018 01:13:04 PM,510 E 4TH ST,02/01/2019 02:49:05 PM,1657.6,ROW Trees,Investigate Work Request,CSR18-00401480,2,9,FY2019,1,0
18-464374,Tree Issue ROW / 911 COLORADO ST,Closed,SBO After Hours,District Maintenance,11/24/2018 02:55:30 PM,909 COLORADO ST,11/29/2018 03:11:00 PM,120.258,ROW Trees,Broken or Hanging Branch,CSR18-00401577,2,9,FY2019,1,0
18-464750,Obstruction in ROW/ MATTESS AND TRASH/  APRIL DR & POPLAR CV,Closed,SBO After Hours,District Maintenance,11/24/2018 09:44:29 PM,11600 POPLAR CV,11/25/2018 05:05:56 AM,7.358,Street Surface Assets,Obstruction,CSR18-00401888,2,1,FY2019,1,1
18-466478,"Debris in Street,4903 Avenue F, Gravel Blocking Drainage",Closed,SBO District Central,District Maintenance,11/25/2018 06:10:04 AM,4903 AVENUE F,11/26/2018 01:30:00 PM,31.332,Street Surface Assets,Debris in Street,CSR18-00402050,2,9,FY2019,1,1
18-466477,"Debris in Street,2721 Wilson St, Boulders in Street",Closed,SBO After Hours,District Maintenance,11/25/2018 10:13:47 AM,2718 WILSON ST,11/25/2018 11:00:00 AM,0.77,Street Surface Assets,Debris in Street,CSR18-00402146,4,3,FY2019,1,1
18-466476,"Tree Issue ROW,900 Neches St,Low Limbs",Closed,SBO After Hours,District Maintenance,11/25/2018 10:26:29 AM,901 NECHES ST,11/25/2018 11:15:00 AM,0.809,ROW Trees,Investigate Work Request,CSR18-00402157,4,9,FY2019,1,1
18-466475,"Debris in Street,8455 Spicewood Springs Rd, Large Deer",Closed,SBO After Hours,District Maintenance,11/25/2018 10:32:25 AM,8455 SPICEWOOD SPRINGS RD,11/25/2018 12:15:00 PM,1.71,Street Surface Assets,Debris in Street,CSR18-00402162,4,6,FY2019,1,1
18-466651,TREE GRATE ISSUE/ 100 CONGRESS AVE,Closed,SBO Tree Sidewalk Program,Forestry,11/25/2018 10:36:10 AM,100 CONGRESS AVE,03/05/2019 02:15:00 PM,2403.647,ROW Trees,Investigate Work Request,CSR18-00402166,2,9,FY2019,1,0
18-466446,"Tree Issue ROW,100 Woodward St,Low Limbs",Closed,SBO After Hours,District Maintenance,11/25/2018 10:41:19 AM,111 WOODWARD ST,11/25/2018 11:00:00 AM,0.311,ROW Trees,Investigate Work Request,CSR18-00402173,2,3,FY2019,1,1
18-466441,"Debris in Street,5711 Emeral Forest Dr, Dead Coyote",Closed,SBO After Hours,District Maintenance,11/25/2018 01:04:53 PM,5711 EMERALD FOREST DR,11/25/2018 02:00:00 PM,0.919,Street Surface Assets,Debris in Street,CSR18-00402320,4,2,FY2019,1,1
18-466411,"Debris In Street,6016 Marigold Ter, Car Parts",Closed,SBO After Hours,District Maintenance,11/25/2018 01:31:08 PM,6016 MARIGOLD TER,11/26/2018 02:15:00 PM,24.731,Street Surface Assets,Debris in Street,CSR18-00402355,2,3,FY2019,1,1
18-466650,"Tree Issue/dead trees/207 COLORADO ST,",Closed,SBO Tree Sidewalk Program,Forestry,11/25/2018 02:21:12 PM,206 COLORADO ST,02/01/2019 02:54:22 PM,1632.553,ROW Trees,Investigate Work Request,CSR18-00402401,2,9,FY2019,1,0
18-466410,"Debris in Street,401 W 38th St, Sofas/Carpet",Closed,SBO District Central,District Maintenance,11/25/2018 03:20:14 PM,401 W 38TH ST,11/25/2018 06:00:00 PM,2.663,Street Surface Assets,Debris in Street,CSR18-00402431,4,9,FY2019,1,1
18-466408,"TREE ISSUE--SIDEWALK OBSTRUCTION--LOW LIMBS--,6701 Lakewood Dr,Low Limbs",Closed,SBO Trees,Forestry,11/25/2018 04:17:17 PM,6701 LAKEWOOD DR,01/11/2019 11:00:00 AM,1122.712,ROW Trees,Investigate Work Request,CSR18-00402482,2,10,FY2019,1,0
18-466615,TREE GRATE ISSUE/ 311 W 7TH ST/,Closed,SBO Tree Sidewalk Program,Forestry,11/25/2018 04:17:56 PM,311 W 7TH ST,04/30/2020 01:48:28 PM,12524.509,ROW Trees,Investigate Work Request,CSR18-00402483,2,9,FY2019,1,0
18-466406,"Tree Issue ROW,400 ERiverside Dr, Broken Limb",Closed,SBO After Hours,District Maintenance,11/26/2018 01:00:55 AM,400 E RIVERSIDE DR,11/26/2018 03:41:50 AM,2.682,ROW Trees,Broken or Hanging Branch,CSR18-00402700,4,9,FY2019,1,1
18-466686,"Debris in Street - pallets - N LAMAR BLVD & W 41ST ST,",Closed,SBO District Central,District Maintenance,11/26/2018 07:49:46 AM,4104 N LAMAR BLVD,11/26/2018 08:45:00 AM,0.921,Street Surface Assets,Debris in Street,CSR18-00402819,4,9,FY2019,1,1
18-466783,"Debris in Street - LARGE BOULDERS IN ROW - CITY PARK RD & FM 2222 RD,",Closed,SBO District Central,District Maintenance,11/26/2018 08:47:15 AM,5807 CITY PARK RD,11/27/2018 08:45:00 AM,23.962,Street Surface Assets,Debris in Street,CSR18-00402907,2,10,FY2019,1,1
18-466818,Tree Issue ROW - low limbs - 918 MINTURN LN,Closed,SBO Trees,Forestry,11/26/2018 09:28:08 AM,918 MINTURN LN,12/06/2018 10:45:00 AM,241.281,ROW Trees,Investigate Work Request,CSR18-00402975,2,5,FY2019,1,0
18-466884,Tree Issue ROW - TREE ON SIDEWALK - 4002 AIRPORT BLVD,Closed,SBO Trees,Forestry,11/26/2018 10:30:55 AM,4004 AIRPORT BLVD,11/26/2018 11:45:00 AM,1.235,ROW Trees,Investigate Work Request,CSR18-00403121,5,9,FY2019,1,1
18-466953,"Obstruction in the ROW/vegetation/ 1000 W 3RD ST,",Closed,SBO Vegetation Management,Forestry,11/26/2018 11:32:53 AM,1007 1/2 W 3RD ST,11/26/2018 12:45:00 PM,1.202,ROW Vegetation,Investigate Work Request,CSR18-00403246,4,9,FY2019,1,1
18-466987,"Debris in Street - broken unattached limb on road  - 1907 FAIRLAWN LN,",Closed,SBO Trees,Forestry,11/26/2018 12:09:58 PM,1907 FAIRLAWN LN,11/26/2018 02:00:00 PM,1.834,ROW Trees,Investigate Work Request,CSR18-00403323,5,9,FY2019,1,1
18-467241,Obstruction in ROW/Bushes/6400 Fletcher Ln,Closed,SBO Vegetation Management,Forestry,11/26/2018 03:41:58 PM,6400 FLETCHER LN,12/27/2018 12:30:00 PM,740.801,ROW Trees,Investigate Work Request,CSR18-00403690,2,8,FY2019,1,0
18-468330,"Tree Issue ROW - Obstructed view - MC NEIL MERRILLTOWN RD & W HOWARD LN,",Closed,SBO Trees,Forestry,11/27/2018 09:24:33 AM,14110 MC NEIL MERRILLTOWN RD,12/07/2018 10:15:00 AM,240.841,ROW Trees,Investigate Work Request,CSR18-00404391,2,7,FY2019,1,0
18-468366,Obstruction in ROW/bushes/2200 BARTON SKWY,Closed,SBO Vegetation Management,Forestry,11/27/2018 10:01:59 AM,2215 1/2 BARTON SKWY,12/31/2018 01:49:49 PM,819.797,ROW Vegetation,Investigate Work Request,CSR18-00404462,2,5,FY2019,1,0
18-468364,"Obstruction in ROW/rocks/ 310 EL PASO ST,",Closed,SBO District South,District Maintenance,11/27/2018 10:02:53 AM,310 EL PASO ST,11/27/2018 12:00:00 PM,1.952,Street Surface Assets,Debris in Street,CSR18-00404466,2,3,FY2019,1,1
18-468399,"Obstruction in ROW - overgrown vegetation - 8800 ANDERSON MILL RD,",Closed,SBO Vegetation Management,Forestry,11/27/2018 10:19:57 AM,8800 1/2 ANDERSON MILL RD,11/27/2018 11:00:00 AM,0.668,ROW Vegetation,Investigate Work Request,CSR18-00404501,2,6,FY2019,1,1
18-468468,Tree Issue ROW - dead tree - 1408 W STASSNEY LN,Closed,SBO Trees,Forestry,11/27/2018 11:37:48 AM,1408 W STASSNEY LN,12/04/2018 01:30:00 PM,169.87,ROW Trees,Investigate Work Request,CSR18-00404645,2,2,FY2019,1,0
18-468634,Tree Issue ROW - low limbs - 4696 far west blvd,Closed,SBO Trees,Forestry,11/27/2018 02:06:21 PM,4633 FAR WEST BLVD,11/28/2018 11:30:00 AM,21.394,ROW Trees,Investigate Work Request,CSR18-00404921,2,10,FY2019,1,1
18-468702,"Tree Issue ROW - DIVERTING TRAFFIC - E 7TH ST & CHICON ST,",Closed,SBO Trees,Forestry,11/27/2018 02:46:16 PM,907 CHICON ST,11/27/2018 03:00:00 PM,0.229,ROW Trees,Investigate Work Request,CSR18-00405010,5,3,FY2019,1,1
18-468773,"Debris in Street - log , rocks - : S 1ST ST & HERNDON LN,",Closed,SBO District North,District Maintenance,11/27/2018 03:56:47 PM,651 1/2 HERNDON LN,11/27/2018 05:15:00 PM,1.304,Street Surface Assets,Debris in Street,CSR18-00405138,2,3,FY2019,1,1
18-468933,Debris in Street W. Slaughter Ln. at Manchaca Rd.,Closed,SBO District North,District Maintenance,11/27/2018 06:42:58 PM,1905 W SLAUGHTER LN,11/27/2018 08:00:00 PM,1.284,Street Surface Assets,Debris in Street,CSR18-00405347,2,5,FY2019,1,1
18-469023,Debris in Street West Gate Blvd at Jones Rd.,Closed,SBO District North,District Maintenance,11/27/2018 07:50:52 PM,JONES and WEST GATE,11/27/2018 08:30:00 PM,0.652,Street Surface Assets,Debris in Street,CSR18-00405410,2,5,FY2019,1,1
18-469431,Debris in Street/ SHOPPING CART IN ROW/ 320 W WILLIAM CANNON DR,Closed,SBO After Hours,District Maintenance,11/28/2018 02:23:12 AM,320 W WILLIAM CANNON DR,11/30/2018 01:20:15 AM,46.951,Street Surface Assets,Debris in Street,CSR18-00405551,4,2,FY2019,1,1
18-469432,Debris in Street/ TIRES IN ROW/ 4732 E WILLIAM CANNON DR,Closed,SBO After Hours,District Maintenance,11/28/2018 02:25:27 AM,4618 E WILLIAM CANNON DR,01/03/2019 01:00:00 PM,874.576,Street Surface Assets,Debris in Street,CSR18-00405552,2,2,FY2019,1,0
18-469819,Debris in Street - TRASH - 1403 S LAMAR BLVD,Closed,SBO District South,District Maintenance,11/28/2018 08:54:37 AM,1403 S LAMAR BLVD,11/28/2018 10:45:00 AM,1.84,Street Surface Assets,Debris in Street,CSR18-00405713,2,5,FY2019,1,1
18-469950,"Tree Issue ROW/low limbs/5400 PEPPERTREE PKWY,",Closed,SBO Trees,Forestry,11/28/2018 10:48:57 AM,5400 PEPPERTREE PKWY,12/04/2018 01:00:00 PM,146.184,ROW Trees,Investigate Work Request,CSR18-00405941,2,2,FY2019,1,0
18-470046,"Tree Issue ROW/low limbs/12609 SILVER SPUR,",Closed,SBO Trees,Forestry,11/28/2018 12:25:06 PM,12609 SILVER SPUR,12/07/2018 11:00:00 AM,214.582,ROW Trees,Investigate Work Request,CSR18-00406102,2,7,FY2019,1,0
18-470187,"Obstruction in ROW/high grass/STRATFORD DR & REDBUD TRL,",Closed,SBO Vegetation Management,Forestry,11/28/2018 02:31:46 PM,3400 1/2 REDBUD TRL,11/28/2018 08:00:08 PM,5.473,ROW Vegetation,Investigate Work Request,CSR18-00406336,2,8,FY2019,1,1
18-470222,Tree Issue ROW - LOW LIMBS  LOOK ACROSS THE STREET ALSO - 2509 SOUTHLAND DR,Closed,SBO Trees,Forestry,11/28/2018 03:11:21 PM,2509 SOUTHLAND DR,11/29/2018 12:30:00 PM,21.311,ROW Trees,Investigate Work Request,CSR18-00406415,2,5,FY2019,1,1
18-470311,"Tree Issue/Grate/3715 S 1ST ST,",Closed,SBO Trees,Forestry,11/28/2018 04:25:36 PM,3715 S 1ST ST,11/29/2018 03:22:25 PM,22.947,ROW Trees,Investigate Work Request,CSR18-00406530,2,3,FY2019,1,1
18-470481,Debris in Street / 2320 Willow St.,Closed,SBO District North,District Maintenance,11/28/2018 07:32:38 PM,2320 WILLOW ST,11/28/2018 08:45:00 PM,1.206,Street Surface Assets,Debris in Street,CSR18-00406773,2,3,FY2019,1,1
18-471175,Tree Issue ROW - have issue w/ grate growing into tree - 602 E 4TH ST,Closed,SBO Trees,Forestry,11/29/2018 07:03:41 AM,602 E 4TH ST,04/17/2020 10:40:40 AM,12122.616,ROW Trees,Investigate Work Request,CSR18-00406973,2,9,FY2019,1,0
18-471265,Tree Issue ROW - tree in street - 12301 BONETA CV,Closed,SBO Trees,Forestry,11/29/2018 08:29:20 AM,12301 BONETA CV,11/29/2018 11:30:00 AM,3.011,ROW Trees,Investigate Work Request,CSR18-00407058,4,6,FY2019,1,1
18-471268,Debris in Street - SCOOTER IN STREET - 1600 ENFIELD RD,Closed,SBO District Central,District Maintenance,11/29/2018 08:39:21 AM,1600 ENFIELD RD,11/29/2018 11:15:00 AM,2.594,Street Surface Assets,Debris in Street,CSR18-00407080,4,9,FY2019,1,1
18-471366,"Obstruction in ROW/high grass/6116 HAROLD CT,",Closed,SBO Vegetation Management,Forestry,11/29/2018 10:14:32 AM,6116 HAROLD CT,11/30/2018 02:07:24 PM,27.881,ROW Vegetation,Investigate Work Request,CSR18-00407253,2,1,FY2019,1,1
18-471397,Debris in Street - metal twisted - SOUTHWEST PKWY & W WILLIAM CANNON DR,Closed,SBO District South,District Maintenance,11/29/2018 10:38:27 AM,7401 1/2 SOUTHWEST PKWY,11/29/2018 11:30:00 AM,0.859,Street Surface Assets,Debris in Street,CSR18-00407300,2,8,FY2019,1,1
18-471398,Tree Issue ROW - HANGING LIMB DIVERTING TRAFFIC - 1825 E 38TH HALF ST,Closed,SBO Trees,Forestry,11/29/2018 10:42:57 AM,1825 E 38TH HALF ST,11/29/2018 01:30:00 PM,2.784,ROW Trees,Investigate Work Request,CSR18-00407306,4,9,FY2019,1,1
18-471461,"Debris in Street - bumper -  W 35TH ST & EXPOSITION BLVD,",Closed,SBO District Central,District Maintenance,11/29/2018 11:29:33 AM,3404 EXPOSITION BLVD,11/29/2018 01:00:00 PM,1.508,Street Surface Assets,Debris in Street,CSR18-00407407,4,10,FY2019,1,1
18-471493,Debris in Street - GLASS - 4020 AIRPORT BLVD,Closed,SBO District Central,District Maintenance,11/29/2018 11:48:16 AM,4020 AIRPORT BLVD,11/29/2018 01:15:00 PM,1.446,Street Surface Assets,Debris in Street,CSR18-00407444,4,9,FY2019,1,1
18-471527,"Debris in Street - bumper - BRACKENRIDGE ST & E ANNIE ST,",Closed,SBO District South,District Maintenance,11/29/2018 12:34:26 PM,206 E ANNIE ST,11/29/2018 02:15:00 PM,1.676,Street Surface Assets,Debris in Street,CSR18-00407540,2,9,FY2019,1,1
18-471619,Obstruction in ROW/low limbs/: COLINA LN & OAK KNOLL DR,Closed,SBO Trees,Forestry,11/29/2018 02:18:31 PM,6600 COLINA LN,12/13/2018 12:00:00 AM,321.691,ROW Trees,Investigate Work Request,CSR18-00407696,3,10,FY2019,1,0
18-471648,"Obstruction in ROW/bushes/3400 NORTH HILLS DR,",Closed,SBO Vegetation Management,Forestry,11/29/2018 02:18:34 PM,3431 NORTH HILLS DR,12/13/2018 02:15:00 PM,335.941,ROW Vegetation,Investigate Work Request,CSR18-00407697,2,10,FY2019,1,0
18-471650,Obstruction in ROW/bushes/: W 28TH HALF ST & SAN GABRIEL ST,Closed,SBO Vegetation Management,Forestry,11/29/2018 02:31:34 PM,2827 SAN GABRIEL ST,12/14/2018 12:19:35 PM,357.8,ROW Vegetation,Investigate Work Request,CSR18-00407720,2,9,FY2019,1,0
18-471657,"Tree Issue ROW - LOW LIMBS - 7112 WINTERBERRY DR,",Closed,SBO Trees,Forestry,11/29/2018 02:41:07 PM,7001 JESTER BLVD,12/17/2018 10:00:00 AM,427.315,ROW Trees,Investigate Work Request,CSR18-00407730,2,10,FY2019,1,0
18-471686,Obstruction in ROW - OVERGROWN VEGETATION - 8226 CRABTREE DR,Closed,SBO Vegetation Management,Forestry,11/29/2018 02:41:14 PM,8222 CRABTREE DR,12/28/2018 11:30:00 AM,692.813,ROW Vegetation,Investigate Work Request,CSR18-00407732,2,10,FY2019,1,0
18-471687,"Obstruction in ROW - BUSHES - 6877 JESTER BLVD,",Closed,SBO Tree Sidewalk Program,Forestry,11/29/2018 02:50:47 PM,6807 JESTER BLVD,01/11/2019 11:30:00 AM,1028.654,ROW Vegetation,Investigate Work Request,CSR18-00407743,2,10,FY2019,1,0
18-471721,"Tree Issue ROW/low limbs/ 7308 HALBERT DR,",Closed,SBO Trees,Forestry,11/29/2018 03:36:30 PM,7308 HALBERT DR,12/03/2018 02:00:00 PM,94.392,ROW Trees,Investigate Work Request,CSR18-00407832,2,10,FY2019,1,0
18-470996,Tree Issue ROW/ DEAD TREE NEEDS REPLACED/ 525 E 5TH ST,Closed,SBO Tree Sidewalk Program,Forestry,11/29/2018 05:41:00 PM,525 E 5TH ST,01/31/2019 02:24:25 PM,1508.724,ROW Trees,Investigate Work Request,CSR18-00406639,2,9,FY2019,1,0
18-472650,"obstruction in row - overgrown vegetation - 1808 W 45TH ST,",Closed,SBO Vegetation Management,Forestry,11/29/2018 06:37:05 PM,1505 W 45TH ST,01/16/2019 04:56:33 AM,1138.324,ROW Vegetation,Investigate Work Request,CSR18-00408113,2,7,FY2019,1,0
18-472851,Tree Issue ROW - low limb - 4009 BALCONES DR,Closed,SBO Trees,Forestry,11/30/2018 10:02:29 AM,4005 BALCONES DR,11/30/2018 11:30:00 AM,1.459,ROW Trees,Investigate Work Request,CSR18-00408634,4,10,FY2019,1,1
18-473010,Tree Issue ROW - TREE ON SIDEWALK - 12900 DESSAU RD,Closed,SBO Trees,Forestry,11/30/2018 12:17:59 PM,12900 DESSAU RD,12/18/2018 12:00:00 AM,419.7,ROW Trees,Investigate Work Request,CSR18-00408838,5,7,FY2019,1,0
18-473048,Tree Issue ROW - LOW LIMBS - 4307 AVENUE F,Closed,SBO Trees,Forestry,11/30/2018 12:44:18 PM,4307 AVENUE F,12/03/2018 11:00:00 AM,70.262,ROW Trees,Investigate Work Request,CSR18-00408878,2,9,FY2019,1,1
18-473049,Tree Issue ROW - DOWN TREE IN ROW  - 3321 DAVIS LN,Closed,SBO Trees,Forestry,11/30/2018 01:08:06 PM,3321 DAVIS LN,11/30/2018 02:00:00 PM,0.865,ROW Trees,Investigate Work Request,CSR18-00408939,5,5,FY2019,1,1
18-473227,Tree Issue ROW/Broken Limb/9009 North Plaza,Closed,SBO District North,District Maintenance,11/30/2018 03:38:17 PM,9009 NORTH PLZ,11/30/2018 07:15:00 PM,3.612,ROW Trees,Roadway Blockage,CSR18-00409342,2,4,FY2019,1,1
18-473706,Obstruction in ROW/ BUSHES ON SIDEWALK/ 7811 CLYDESDALE DR,Closed,SBO Trees,Forestry,11/30/2018 05:48:42 PM,7708 CLYDESDALE DR,12/04/2018 03:15:00 PM,93.438,ROW Trees,Investigate Work Request,CSR18-00409553,2,5,FY2019,1,0
